text,label
"Shocked Japanese sent scrambling as earthquakes inflict heavy toll. OJIYA, Japan, Oct 24 (AFP) - Overturned cars, crumbled homes and shattered roads greeted rescue workers Sunday after Japan #39;s deadliest earthquake in almost a decade stunned residents used to bearing through the nation #39;s frequent tremors.",World
Car Talk: Fire hazard on Honda CR-V is real. Dear Tom and Ray: I was pretty freaked out recently to learn that more than 20 2003-04 Honda CR-Vs had caught fire after their first oil change.,Business
"Bush Rhetoric Becoming More Aggressive. CRAWFORD, Texas - President Bush is launching a focus on Western battlegrounds with no sign that the biting rhetoric he has aimed at Democratic challenger John Kerry in recent days is as aggressive as it's going to get. Bush spent one day off the campaign trail, relaxing on Sunday at his central Texas ranch and engaging in informal preparations for the final debate before Election Day - Wednesday in Tempe, Ariz...",World
Burma crackdown on Indian rebels. The Indian army says Burmese troops have begun an offensive to flush out Indian rebel bases in their territory.,World
"Zawahri Tape Urges Resistance to 'Crusaders' (Reuters). Reuters - An audio tape said to be from senior al Qaeda official Ayman al-Zawahri called for organized resistance against invading ""crusaders"" in the Muslim world and especially attacks against Israel's ally the United States.",World
"Powell Prods N. Korea to End Nuclear Programs. Secretary of State Colin L. Powell, in Asia to prod North Korea to return to talks on ending its nuclear programs, said Sunday that while there is still time to resolve the impasse, ""there is a sense of urgency.""",World
"Grey Seen as Leading Paramount Candidate. NEW YORK (Reuters) - Brad Grey, executive producer of the hit television show ""The Sopranos"" and chairman of a top Hollywood talent management firm, has emerged as the leading candidate to succeed Sherry Lansing as head of Viacom Inc.'s &lt;A HREF=""http://www.investor.reuters.com/FullQuote.aspx?ticker=VIAb.N target=/stocks/quickinfo/fullquote""&gt;VIAb.N&lt;/A&gt; Paramount Pictures, the Wall Street Journal reported on Sunday.",Business
"Mass. exports increase 19 in year. Massachusetts exports grew at a record pace in the first nine months of the year, surging 19 percent from the same period the year before, Alliance for the Commonwealth, the research arm of Associated Industries of Massachusetts, reported. Through September, Bay State companies exported $16.4 billion in goods to overseas markets, keeping them on pace to break the annual export ...",Business
"Newest Yankees fail to deliver. They had just been on the bottom side of the greatest el foldo in major league baseball playoff history. Maybe at some point down the road, that will irk the Yankees.",Sports
"Salary 20,421 pa Location London Company Epping Forest District &lt;b&gt;...&lt;/b&gt;. The takeover battle for Manchester United Football Club (MUFC) is far from over, as Malcolm Glazer has again increased his share in the worlds richest football club.",Sports
"At Disney, Ovitzworked And Unditzpaid. NEW YORK - A lot of people say Michael Ovitz was overpaid at Walt Disney Company. These critics dwell on the superficial, noting, for instance, that he worked at the company just 14 months and was paid $140 million when he quit.",Business
"Microsoft Stays Pricing Course. By announcing plans to maintain its current per-processor server software licensing, Microsoft Corp. has pleased customers and, in the process, put serious pressure on competing software developers to do the same.",Business
England #39;s middle order saves the day. England #39;s middle order came up trumps today after early wickets fell in the 4th and final npower test at the Oval.,Sports
"Pakistan army says Al-Qaeda-linked militants killed near Afghan &lt;b&gt;...&lt;/b&gt;. ISLAMABAD : Pakistani forces have killed quot;a few quot; militants in operations to flush out Al-Qaeda linked rebels in the northwestern tribal region near the border with Afghanistan, the military said Saturday.",World
"Healthy Iverson vows changes this season. Allen Iverson declared Monday that he is 100 percent and promised to be a better leader and teammate. Calling last year quot;the worst season of my career, by far, quot; Iverson",Sports
"HP strikes Blu note for DVDs, talks of fat storage. PC buyers can look forward to DVDs with up to 10 times the storage when Hewlett-Packard debuts Blu-ray compatible machines.",Sci_Tech
"Open Text plummets on profit warning, analysts slashing targets. Open Text Corp. shares plunged to their lowest in more than a year yesterday after the business software maker warned that profit in the current quarter will fall short of forecasts and analysts",Business
"Qantas raises fuel surcharge. Qantas Airways has raised its fuel surcharge on domestic and international tickets by $4 and $7, respectively, because of the high price of oil.",Business
Moving Ideas Off Campus. The transfer of technological innovations from the campus to the capitalist marketplace has been a financial windfall for many schools.,Sci_Tech
"Arafat Fends Off Challenge Over Reforms (AP). AP - RAMALLAH, West Bank #151; Yasser Arafat fended off another challenge to his authority Wednesday when Palestinian lawmakers backed away from sweeping reform demands, instead approving a watered down set of recommendations.",World
Air China Signs USD $1.3 Billion Airbus Deal. Chinese flag carrier Air China signed a USD $1.3 billion deal to buy 23 new Airbus jets on Monday during a visit to Beijing of German Chancellor Gerhard Schroeder.,World
"Olympics-Federer #39;s Olympic dream shattered twice over. ATHENS, Aug 17 (Reuters) - World number one Roger Federer #39;s top target for the year -- an Olympic tennis gold medal -- was taken away from him in a quot;terrible day quot; on Tuesday.",Sports
"Muslims held after Spanish raids. Police hold seven suspected Islamic militants after raids across Spain, judicial sources say.",World
"New slaying in southern Thailand after queen #39;s plea for peace. A gunman fatally shot a villager early Wednesday in southern Thailand, a day after the country #39;s queen made a plea for an end to violence in the Muslim-dominated area.",World
Christmastime Consumerism. Even self-proclaimed penny-pinching folks like me who loathe the way Christmas has become so commercialized can lose their common sense.,Business
"When Edwards Needed Him the Most, Martin Was There. On offense, two of the Jets #39; top three receivers - Wayne Chrebet and Santana Moss - had seemingly spent more time in the trainer #39;s room than they had on the practice field.",Sports
"Fincke #39;s space odyssey in its final day. Emsworth #39;s Mike Fincke returns to Earth on Saturday, six months after leaving for the space voyage he had dreamed of since he was a young boy.",Sci_Tech
"Robinhos Mom Comes Home Safe. The kidnapped mother of Santos starlet Robinho has been returned to her family in good health, allowing the teenage forward to breath a huge sigh of relief.",Sports
"News: U.S. Air Traffic Control Found Vulnerable . In the wake of last month's air traffic communications failure, investigators report that computer security issues haunt the FAA's most critical systems.",Sci_Tech
"'Sex and the City' Star Switches Roles. NEW YORK - ""Sex and the City"" has taken on a whole new meaning for Cynthia Nixon. The actress, who just won an Emmy for her role as Miranda Hobbes in the hit HBO comedy, is in a relationship with another woman, a source who works with Nixon told The Associated Press on Friday...",World
"Bryant is sorry; Shaq justhasnothingtosay. With their Christmas Day showdown nine days away, Lakers guard Kobe Bryant and Heat center Shaquille O #39;Neal shared thoughts Wednesday on their upcoming reunion game at Staples Center.",Sports
"Samsung Mobile Phone Memory Card. Samsung Electronics announced yesterday that it has developed a small, low-power, multimedia memory card (MMC) for mobile phones. The new removable MMCmicro memory card",Sci_Tech
Kohl's Reconnects With Mothers. The specialty department store chain goes back to basics to get in touch with its customer base.,Business
CIA staff told to avoid politics. US intelligence chief Porter Goss tells CIA employees not to support opposition to the Bush administration.,World
UN finds lack of progress over Darfur. THE UN special envoy to Sudan said yesterday that Khartoum had made quot;hardly any progress quot; in responding to Security Council demands on Darfur.,World
"US House, Senate Negotiators Agree on $146 Bln Tax-Cut Plan. US House and Senate negotiators agreed on a $146 billion tax-cut plan that includes the renewal of four breaks for middle-income families and 23 business provisions.",Business
Looking to change it up. The handwritten message on a chalkboard in the Red Sox clubhouse yesterday said it all: quot;We can change history. Believe it. quot;,Sports
Ethiopia Ally Elected Somali President. NAIROBI (Reuters) - Ethiopian-backed warlord Abdullahi Yusuf was elected Somali president by lawmakers on Sunday in the 14th attempt in a decade to restore government to the lawless African country.,World
'Mercenaries' coup trial begins. The trial of 14 men accused of plotting to topple Equatorial Guinea's president opens in Malabo on Monday.,World
Adobe Announces Photoshop Elements 3.0. Adobe #39;s update of Photoshop Elements adds several new features and enhancements that allow users to edit photos with a few mouse clicks.,Sci_Tech
"Car Bomb Kills Seven Marines in Iraq. BAGHDAD, Iraq - A suicide attacker sped up to a U.S. military convoy outside Fallujah and detonated an explosives-packed vehicle on Monday, killing seven Marines and three Iraqi soldiers, U.S...",World
"Armored Vehicles Mass at Gaza Border. JEBALIYA REFUGEE CAMP, Gaza Strip - Armored vehicles massed on Gaza's border Friday after Israel's security Cabinet approved a large-scale military operation - dubbed ""Days of Penitence"" - to stop Palestinian rocket fire. Defense Minister Shaul Mofaz had ordered troops to ""exact a price"" from the militants, security officials said, after a Hamas rocket killed two children, ages 2 and 4, in an Israeli border town...",World
"Holiday Pals Berlusconi, Blair Cement Ties. With a bandanna on his head and a grin on his cheeks, Italy #39;s flamboyant Premier Silvio Berlusconi has been playing vacation host to Britain #39;s Tony Blair in Sardinia, an unlikely holiday coupling that highlights an Italian-British alliance ...",World
"Israeli Coalition Crisis May Force Early Election. JERUSALEM (Reuters) - Israeli Prime Minister Ariel Sharon's shaky coalition Tuesday faced collapse in a row over the 2005 budget, raising the prospect of early elections that would endanger his plan to withdraw from the Gaza Strip.",World
"Criticism and Praise for New HDS Storage Platform. Hitachi Data Systems #39; (Quote, Chart) TagmaStore Universal Storage Platform was designed to grab market share from high-end competitors EMC and IBM (Quote, Chart).",Sci_Tech
"A second test failed. Miami #39;s Roscoe Parrish and Frank Gore tore up and down David A Harrison III Field at Scott Stadium on Saturday, leading the 18th-ranked Hurricanes to a 31-21 ACC victory over 10th-ranked Virginia.",Sports
"UPDATE: Australia #39;s WMC Ups Stakes In Xstrata Battle. PERTH (Dow Jones)--Trying to derail Xstrata Plc. #39;s (XTA.LN) hostile takeover bid, WMC Resources Ltd. (WMR.AU) Thursday said it will return up to A $1 billion to shareholders",Business
"Trial turns into bid dance. It is common for a merger battle to involve a healthy dose of public posturing on issues such as price and logistics. But while such maneuvering typically plays out in the media, or during analyst forums, it #39;s rare to see it happen in a courtroom.",Business
"French ex-minister in art trial. The trial begins of former French foreign minister Roland Dumas, accused of corruption over art sales.",World
Robbie Williams Album Launched on Memory Card. UK-based record company EMI has teamed up with British retailer Carphone Warehouse to sell Robbie Williams #39; Greatest Hits album in memory-card format for cell phones and PDAs.,Sci_Tech
"Study: MP3 player market to explode. With the economy slowly turning up, upgrading hardware has been on businesses radar in the past 12 months as their number two priority.",Sci_Tech
"Franchitti climbs to IRL triumph at Pikes Peak. FOUNTAIN, Colo. (SportsTicker) - It appears Dario Franchitti is getting the hang of the Indy Racing League. Franchitti dominated Sunday #39;s Honda Indy 225 at Pikes Peak International Raceway for his second IRL win of the season.",Sports
"Allawi accused of rushing trials for Saddam #39;s aides. War crimes trials against senior lieutenants of Saddam Hussein will start in Baghdad next week, the interim Iraqi Prime Minister Iyad Allawi said yesterday.",World
"Russian Cabinet Approves Kyoto Protocol (AP). AP - Russia's Cabinet approved the Kyoto Protocol on global warming Thursday, clearing the way for the worldwide adoption of the pact #151; despite U.S. opposition #151; once the Russian parliament ratifies it as expected.",Sci_Tech
Water 'wake-up call' given by UN. A UN report says key goals to improve clean water and sanitation by 2015 will fail unless the world acts.,World
"Embarcadero enhances SQL Server backup. Embarcadero Technologies on Monday is unveiling its DBArtisan Workbench 8.0 database administration tool, featuring enhanced backup capabilities for Microsoft SQL Server databases and support for performance metrics in the Oracle10g database.",Sci_Tech
SBC in Deal With Microsoft to Provide TV on High-Speed Lines. SBC Communications plans to announce that it will pay $400 million to Microsoft for software used to deliver TV programming over high-speed data lines.,Sci_Tech
"Safety sidelined by stress fracture. As the Broncos hope to learn more about the return of one standout defensive player this week, they will have to deal with the loss of another defensive leader.",Sports
F1: Panis to quit racing. Toyota's Olivier Panis will retire from Formula One at the end of the 2004 season.,World
Howard in election 'spamming' row. Australia's PM John Howard faces criticism over using unsolicited e-mails for his election campaign.,World
&lt;cite&gt;Reg&lt;/cite&gt; Readers hail NTL abusive message. &lt;strong&gt;Letters&lt;/strong&gt; Not so keen on 'spam-free' email plans,Sci_Tech
"Infosys, Wipro in pact with Microsoft. Bangalore, Nov 15 (UNI) Indian IT majors Infosys Technologies and Wipro Ltd today announced separate agreements with Microsoft Corp, the world #39;s largest software maker, to deliver applications and solutions to their global customers based on Microsoft",Business
"Clinton Hails Kerry in Surgery Comeback (AP). AP - It was vintage Bill Clinton, a lip-biting, thumb-wagging, center-of-attention performance. Seven weeks after quadruple bypass heart surgery, looking pale and unusually thin, the former president came back to give John Kerry a sendoff for the final week of the campaign #151; promoting his own presidency as well #151; and bluntly framed the campaign between Kerry and President Bush.",World
"Cubs agree to terms with Garciaparra. Chicago, IL (Sports Network) - The Chicago Cubs Tuesday agreed to a contract with shortstop Nomar Garciaparra. As per team policy, financial terms of the deal were not disclosed.",Sports
"Bayley wins Keirin gold medal, capping Australia #39;s golden show. Australia #39;s Ryan Bayley won the men #39;s Keirin final Wednesday, becoming the only cyclist to win two individual gold medals at the Athens Games.",Sports
Warring Afghan Factions Say Cease-fire Holding (Reuters). Reuters - A renegade Afghan militia commander and a spokesman for the governor of the western province of Herat said on Wednesday their forces were honoring a cease-fire brokered a day earlier by the U.S. envoy to Afghanistan.,World
"Telecom Italia to Buy Rest of Mobile Unit, People Say (Update2). Telecom Italia SpA, Italy #39;s largest phone company, plans to buy the 44 percent of wireless unit Telecom Italia Mobile SpA it doesn #39;t already own, a stake with a market value of about",Business
"Miami maintains BCS hope. MIAMI -- Brock Berlin threw for a career-best 361 yards and four touchdowns in just over a half, and No. 12 Miami stayed in contention for an Atlantic Coast Conference title yesterday by routing Wake Forest, 52-7.",Sports
"IBM pushes out new Stinger database. IBM next week will ship the latest version of its DB2 Universal Database, which offers new self-tuning capabilities designed to reduce management overhead even as databases grow bigger and harder to maintain.",Sci_Tech
"SAP, Infineon unveil RFID management system. The new platform is designed to help companies speed the deployment of smart-tag systems and cut the costs of managing both hardware and software components from several suppliers.",Sci_Tech
"Nigerian strike draws to a close. A four-day general strike in Nigeria is expected to end shortly, with neither the unions nor government giving ground.",Business
"NZ NGC Says Will End Merger Talks With Other Companies. WELLINGTON (Dow Jones)--NGC Holdings Ltd. (NGC.NZ), a New Zealand gas distribution and metering concern, Thursday said it will end ongoing merger discussions with fellow energy companies following a decision",Business
"Jeremy Warner #39;s Outlook: Is anyone safe as Spitzer takes aim at &lt;b&gt;...&lt;/b&gt;. Is no one safe from Eliot Spitzer #39;s accusing finger? After the investment banking, fund management and pharmaceuticals industries comes the insurance sector, which in a suit filed by the New York attorney",Business
Oracle #39;s Wish Comes True. Oracle is one step closer to taking over rival PeopleSoft now that a federal judge has ruled against the federal government #39;s effort to thwart the $7.,Business
"Bombardier to Cut 2,200 Jobs. Bombardier Inc. (BBDb.TO: Quote, Profile, Research) plans to cut 2,200 more jobs at its train-making unit and further trim the production rate for its 50-seat regional",Business
"Greenspan-Aged Population to Hit Finances. JACKSON HOLE, Wyo (Reuters) - Rising pressure on U.S. finances from an aging population make it vital quickly fix the social safety net with such steps as raising the age for full retirement benefits, Federal Reserve Chairman Alan Greenspan said on Friday.",Business
Henman targets Houston. Tim Henman is already looking forward to the Masters event in Houston and believes he has a good chance of finishing the tennis season on a high.,Sports
"Peoplesoft Partners Shocked, Thrilled. Company founder and former CEO Dave Duffield is now back aboard full time, replacing the ousted former CEO Craig Conway. Solution providers, while shocked at Conway #39;s unexpected departure, were largely thrilled that Duffield is back full throttle.",Business
Park opens up one shot lead. A seven-under-par third round of 65 saw Korea #39;s Grace Park open up a one-shot lead going into the final round of the Wachovia Classic in Berkleigh.,Sports
Silverstone date can be saved - Sir Jackie. SIR JACKIE Stewart is optimistic that Silverstone can take its place on next years Formula One calendar. Talks between Formula One chiefs and Silverstones owners are understood to be at an advanced stage,Sports
"Sorenstam signs off in triumph. Annika Sorenstam and American Cristie Kerr went head to head in the final round of the ADT Tour Championship yesterday, and it took the first hole of a sudden",Sports
"Three share lead at Southern Farm Bureau Classic. Madison, MS (Sports Network) - Harrison Frazar shot a seven-under-par 65 on Thursday to share the lead with Glen Day and John Senden after the opening round of the Southern Farm Bureau Classic at Annandale Golf Club.",Sports
"Mitchell-Alston feud brews as Toronto heads to Cleveland. CBC SPORTS ONLINE - Vince Carter isn #39;t the only Raptor unhappy to be in Toronto right now. Guard Rafer Alston is starting to question his role on the team, even contemplating quitting the rest of the season",Sports
"Palestinian election date named. Elections to choose a successor to Yasser Arafat will be held on 9 January, the interim president announces.",World
"Orion hopes super PCs are stars. If you need a supercomputer on your desktop, Orion Multisystems has a machine for you. Aiming at scientists and engineers who need to do serious data crunching, the Santa Clara start-up will",Sci_Tech
"Legal peer-to-peer services: Gimmick or Genius?. Few in the tech world need an introduction to Napster #39;s founder, the college dropout whose revolutionary file-swapping technology shook the foundations of the $11bn record industry.",Sci_Tech
"Dolly creator seeks human cloning. One of the creators of Dolly the sheep, the world #39;s first mammal cloned from an adult, said Tuesday he was seeking permission to create cloned human embryos for medical research.",Sci_Tech
"Japan, US agree to cooperate on new missile defense. Japan and the US yesterday agreed to boost cooperation in their missile defense programs -- an important first step in carrying out new defense guidelines that ease Tokyo #39;s strict postwar pacifism.",World
Tsunami disaster overshadows India's ATP season-opener (AFP). AFP - Generating relief funds for tsunami victims and gearing up for the new season is the players' aim as they prepare for the ATP Chennai Open.,World
"Airbus Sees Mobile Phone Use on Planes in 2006. LONDON (Reuters) - European planemaker Airbus reported progress on Wednesday in plans to allow passengers to use mobile phones in flight, beginning in 2006.",Sci_Tech
Brazilian striker dies during Indian club match. Brazilian striker Cristiano de Lima Jr died yesterday after collapsing on the field during a domestic club tournament in the southern Indian city of Bangalore.,Sports
"India to benefit from FDI flows, says UNCTAD report. UNI New Delhi Sept 22: India is well positioned to benefit from the upswing expected in global Foreign Direct Investment (FDI) flows in 2004, a flagship UNCTAD report released here today said.",Business
"Records Contradict Kerry Critic's Charges -Report (Reuters). Reuters - Military records contradict a critic's charge that U.S. Democratic presidential hopeful John Kerry did not come under fire during the battle that resulted in military honors for Kerry, The Washington Post reported on Thursday.",World
"Red Sox Grab SI's Sportsman of the Year Honor. NEW YORK, (Sports Network) - The Boston Red Sox, who ended an 86-year-old ""curse"" by winning the World Series in a four-game sweep of the St. Louis Cardinals, have been named Sports Illustrated's 2004 Sportsmen of the Year.",Sports
"Whitney Matheson:Pop Candy - What makes a great greatest-hits CD? (USATODAY.com). USATODAY.com - If it weren't for the Columbia House record and tape club, I'd own far fewer greatest-hits albums.",Sci_Tech
"Dozens More Killed In New Fighting In Iraq. American and Iraqi forces once again fought with Insurgents in the cities of Falluja and Tall #39;Afar, killing dozens of Iraqis in airstrikes and gunbattles.",World
"New Intel Tools Run on Rival Chips. Intel (Quote, Chart) released a new suite of developers #39; tools it hopes will increase the amount of people using its 64-bit technology.",Sci_Tech
"Now the tears are of joy. In a matter of 11 days, they turned the baseball world upside down. The Boston Red Sox, a franchise that had cornered the market on hardball heartache, that had shed too many tears and endured too many disappointments, vowed this time to alter history.",Sports
"Safin Beats Stepanek for 3rd Masters Crown (AP). AP - Marat Safin overpowered Radek Stepanek 6-3, 7-6 (5), 6-3 with the help of 16 aces Sunday to win his record-tying third Paris Masters title.",Sports
"Banks #39; hidden fees fuel ire. From bank accounts and mortgages to credit cards and car loans, let the buyer beware: Financial fees are on the rise. And many are just waiting to blindside you.",Business
"Ahold to sell off its Spanish holdings. AMSTERDAM -- The Dutch supermarket retailer Ahold, seeking to streamline global operations and reduce debt, said yesterday that it will sell its holdings in Spain to Permira Funds, for roughly $849 million.",Business
U.S. to Issue Warnings of Gulf Red Tides (AP). AP - The government will begin issuing forecasts Friday of red tides #151; harmful blooms of algae #151; in the Gulf of Mexico.,Sci_Tech
"Digging Out From One Storm, Hit Hard by Another. The lights went out about 2 am Sunday for the Patel family here, just as they did 23 days earlier. Through the night the family listened to the rain dripping into",Business
"Sprint, SBC in Wi-Fi roaming pact. KANSAS CITY, Mo. - Customers of Sprint Corp. and SBC Communications Inc. will be able to use both companies #39; wireless Internet connections with less hassle under a reciprocal deal announced Friday.",Sci_Tech
"Dollar Stalls Despite Capital Flows. TOKYO (Reuters) - The dollar barely moved on Tuesday, struggling to sustain a modest bounce from multi-week lows against the euro made on bigger-than-expected capital inflows to the United States.",Business
Full Sudanese peace talks get off to a shaky start (AFP). AFP - Peace talks on the conflict in the Sudanese region of Darfur ran straight into trouble on the first day of formal negotiations as angry rebel leaders refused to sign an agreement to protect civilians.,World
"Bangalore Thrives, Chokes on Outsourcing. BANGALORE, India (Reuters) - When narrow colonial-era streets get jammed with evening traffic in India's technology capital, the radio disc jockey turns agony aunt.",Business
"Yahoo Acquires Email Search Developer Stata Labs. Yahoo Acquires Email Search Developer Stata Labs Yahoo announced on Thursday it has acquired privately held e-mail search company Stata Labs, opening up a new email and attachment file search market for Yahoo Search Technology and Overture Search Advertising. Stata Labs is the company behind its flagship software product Bloomba, which ...",Sci_Tech
"Coping with e-trash pileup . NEW YORK -- When Office Depot Inc. stores ran an electronics recycling drive last summer that accepted everything from cellphones to televisions, some stores were overwhelmed by the amount of e-trash they received.",Business
Wenger Considers Petit Option. Arsenal manager Arsene Wenger says he may consider re-signing former Gunners star Emmanuel Petit. The Frenchman is currently training with the Premiership champions as he bids to find a new club.,Sports
"Five Dead in Peru Police Siege Shootout. LIMA, Peru (Reuters) - Five Peruvian police officers died in a shootout on Sunday with an armed group who took 10 hostages in the siege of a police station in southern Peru on New Year's Day, RPP radio reported.",World
"Asia to fuel air travel growth. Global air traffic is set to be boosted in the next three years by a rise in travel between Europe and Asia, thanks to growth in both China and India.",Business
"Rumph likely out for season for 49ers. San Francisco, CA (Sports Network) - San Francisco cornerback Mike Rumph is expected to miss the rest of the season with a broken right arm.",Sports
"Santander may cut 4,500 jobs as part of 8bn Abbey National &lt;b&gt;...&lt;/b&gt;. Emilio Botin, head of Banco Santander Central Hispano, is today expected to tell union officials that the Spanish bank #39;s 8bn takeover of Abbey National might cause up to 4,500 job losses over three years.",Business
"Crude Oil Drops as Threats to Supply From Iraq, Russia Diminish. Crude oil futures fell close to a one- month low on expectations a cease-fire in southern Iraq will reduce the sabotage of oil pipelines and supplies from Russia will increase.",Business
"Supercomputers Help With Hurricane Forecasting. Thousands of miles from the rain and wind of Hurricane Ivan, a model of the storm swirls in the memory and processors of a supercomputer that can predict its likely course and strength.",Sci_Tech
"Sachin gifted me a bat: Pagnis. MUMBAI: Sachin Tendulkar #39;s 204 for Mumbai against Australia in 1998 is now a Brabourne legend, but it was Amit Pagnis who began the assault on the Aussie attack in the game, especially Shane Warne.",Sports
"Dual-Core Chips May Raise Software Costs. Faced with weak demand for PCs and technical limits on the speed of its products, Intel is betting on a future in which every chip it makes contains what amounts to two computers.",Sci_Tech
"Upstart Somerset gives Horton fitting finale. The Somerset boys' soccer team started the state tournament as an 18th seed and an afterthought in the race for the Division 2 state title. The Blue Raiders knew their coach, Whit Horton, would be retiring after their final game. Yesterday, they gave Horton the best retirement gift possible, the MIAA Division 2 state title, taking a 1-0 win over ...",Sports
"NK awaits better climate for talks. With global attention focused on whether and when North Korea will return to six-party talks on its nuclear weapons program, Pyongyang officials are quot;sincere quot; in wanting a denuclearized peninsula and await a quot;better atmosphere quot; to resume discussions, a",World
"Militant Killed in Israeli Missile Strike-Witness. GAZA (Reuters) - An Israeli helicopter missile strike killed a Palestinian militant and wounded two others in the northern Gaza Strip on Saturday, witnesses said.",World
IE Strategy Backfires. It #39;s official. Microsoft recently stated definitivelyand contrary to rumorsthat there will be no new versions of Internet Explorer for users of older versions of Windows.,Sci_Tech
"Canon, Toshiba to sell flat-panel TVs. Canon Inc. and Toshiba Corp. said Tuesday they will start selling large-screen flat-panel TVs next year that boast better images and consume less power than plasma display panels and liquid crystal displays.",Business
"September Retail Sales Up by 1.5 Percent. Shoppers got their buying groove back last month, propelling sales at the nation #39;s retailers by a strong 1.5 percent. It was the best showing since March.",Business
"Nortel probe one of Canada #39;s biggest. In what will be one of Canada #39;s largest white-collar crime investigations, the RCMP will assign as many as two dozen officers and forensic accountants to the criminal investigation of Nortel Networks Corp., a source familiar ...",Business
Siemens sets wireless speed record with OFDM. German electronics manufacturer Siemens has set what it claims to be the fastest-ever wireless connection.,Sci_Tech
IBM Putting PC Business Up for Sale. International Business Machines Corp.'s possible exit from the personal computer business would be the latest move in what amounts to a long goodbye from a field it pioneered and revolutionized.,Sci_Tech
"Charles Schwab to expand online price cuts to include all customers. Slumping stockbroker Charles Schwab Corp. is cutting its online prices for all customers, hoping to lure back bargain-minded investors alienated by the higher fees the company has imposed in recent years.",Business
"Divorcee Gets Lesson in Finance (AP). AP - At first, Kristin Briggs felt mistrust. Not toward her husband, who wanted a divorce, but toward her new financial planner.",Business
"FCC Proposes $1.2M Indecency Fine for Fox. WASHINGTON - Federal regulators proposed a record indecency fine of nearly $1.2 million Tuesday against Fox Broadcasting Co. for an episode of its reality series ""Married by America."" The Federal Communications Commission cited the network for the April 7, 2003, program, which included scenes from Las Vegas bachelor and bachelorette parties featuring strippers and various sexual situations...",World
"Space Station Crew Told To Cut Back on Food. A Russian-built cargo spacecraft, Progress 16, had been scheduled to deliver fresh food, water and other supplies to the ISS last month, but the mission was delayed until late December.",Sci_Tech
"U.S.-Led Forces Tighten Hold on Rebel Iraqi City. SAMARRA, Iraq (Reuters) - U.S. and Iraqi forces tightened their grip on Samarra Saturday, pushing ahead with one of the largest offensives since the fall of Saddam Hussein to try to regain control of the rebel stronghold.",World
"Electronics, Health Care. Profit at Tyco #39;s electronics unit rose more than fourfold in the quarter as revenue climbed 15 percent on higher sales volume in automotive, communications, computer and consumer electronics.",Business
"Abbey top job for Santander man. The new owners of Abbey National, Banco Santander Central Hispano, yesterday appointed their own man to head up their 9.1bn acquisition and pledged not to close any of Abbey #39;s 740 branches.",Business
"US trade deficit hits another record. WASHINGTON - The US trade deficit continues to swell to new records, hitting $55.5 billion US in October. The US Commerce Department said Tuesday that the trade deficit grew by 8.9 per cent from September, even",Business
"Russian financial markets must be developed - Fradkov. MOSCOW. Sept 27 (Interfax) - A whole set of laws on financial markets regulation will be drafted in the coming months, Russian Prime Minister Mikhail Fradkov said at the investment conference organized by Brunswick UBS.",Business
"Australia #39;s Ronin Confirms Approach From Another Party. SYDNEY (Dow Jones)--Ronin Property Group (RPH.AU), the target of aA $1.3 billion takeover bid by Multiplex Group (MXGCA.AU), said Monday it has received an approach from a third party.",Business
"Powell calls Russian FM over Georgian conflict. WASHINGTON, Aug. 17 (Xinhuanet) -- US Secretary of State Colin Powell has called Russian Foreign Minister Sergei Lavrov over the conflict in Georgia #39;s breakaway region of South Ossetia, State Department deputy spokesman Adam Ereli said on Tuesday.",World
News: Senior Republican charged in phone jamming plot. A former Bush campaign official has been charged with plotting to jam the phone networks of political opponents during the November 2002 election.,Sci_Tech
"Canadian drug vendor wins deals with 2 states. The Canadian pharmacy manager that arranges prescription shipments to Springfield's city employees landed a chunk of new business yesterday, emerging as the sole supplier for a new prescription importation website unveiled by Illinois and Wisconsin.",Business
"TiVo Users to Still See Many Ads. NEW YORK (Reuters) - TiVo Inc.&lt;A HREF=""http://www.reuters.co.uk/financeQuoteLookup.jhtml?ticker=TIVO.O qtype=sym infotype=info qcat=news""&gt;TIVO.O&lt;/A&gt;, maker of digital television video recorders, will next year add ways for viewers to see advertising and corporate logos even as they try to skip commercials, the company said on Wednesday.",Sci_Tech
"Mortal Kombat: Deception; Silent Hill 4: The Room; Spinrite 6.0. The sixth title in the seemingly endless Mortal Kombat franchise -- 12 years and counting -- is about much more than blood-soaked, hand-to-hand fighting.",Sci_Tech
"NL Wrap: Baseball-Cubs Edge Expos to Maintain Wild-Card Pace. NEW YORK (Reuters) - The Chicago Cubs registered an important victory in their battle for the National League wild-card berth, edging out the Expos 2-1 over 11 innings in Montreal Wednesday.",Sports
El Duque seeks to stay unbeaten for Yanks. NEW YORK - Orlando Hernandez will try to continue his unbeaten season when the AL East-leading New York Yankees close out a three-game series with the Toronto Blue Jays.,Sports
"SAP More Friendly to Oracle-PeopleSoft (Reuters). Reuters - German business software giant SAP is starting to see the silver lining in a potential linkup between rivals Oracle and PeopleSoft , the German Sunday newspaper Welt am Sonntag reported.",Sci_Tech
"Fumes 'not winter asthma trigger'. Air pollution has been wrongly blamed for worsening winter cases of asthma, say US researchers.",World
"The Conference Board #39;s Index of Leading Economic Indicators &lt;b&gt;...&lt;/b&gt;. RISMedia, Oct. 22, 2004The Conference Board reports today that the Composite Index of Leading Economic Indicators declined 0.1 in September, following a 0.3 decline in August, and a 0.3 decline in July.",Business
