text,label,processed_text,token_count
EasyJet faces tough year ahead. An increase in passengers has propped up annual earnings for easyJet but the low-cost airline has warned it faces a tough two years as cut-throat competition drives down fares and fuel prices soar.,Business,easyjet face tough year ahead an increase in passenger have prop up annual earning for easyjet but the low cost airline have warn it face tough two year as cut throat competition drive down fare and fuel price soar,39
"Gas Prices Drop As Crude Oil Supply Rises. An increase in the worldwide supply of crude oil contributed to a dip in US prices at the gas pump over the last two weeks, an industry analyst said Sunday.",Business,gas price drop as crude oil supply rise an increase in the worldwide supply of crude oil contribute to dip in us price at the gas pump over the last two week an industry analyst say sunday,37
"Ukraine opposition rally draws hundreds of thousands (AFP). AFP - Tens of thousands of supporters of opposition presidential candidate Viktor Yushchenko took to the streets of Kiev, a week before the poll, to demand free and fair elections in this former Soviet state after a tense campaign marred by incidents.",World,ukraine opposition rally draw hundred of thousand afp afp ten of thousand of supporter of opposition presidential candidate viktor yushchenko take to the street of kiev week before the poll to demand free and fair election in this former soviet state after tense campaign mar by incident,47
"Mashal to BBC: US, EU in touch with Hamas. Hamas representatives are in touch with leaders from the United States and the European Union, even though Hamas appears on the countries #39; lists of terror organization, according to Hamas political leader Khaled Mashal.",World,mashal to bbc we eu in touch with hamas hamas representative be in touch with leader from the united states and the european union even though hamas appear on the country list of terror organization accord to hamas political leader khaled mashal,42
"Ex-NASA worker pleads innocent of fake inspections. ORLANDO, Fla. - A fired NASA safety inspector accused of falsifying space shuttle inspection reports pleaded not guilty to 166 criminal charges Friday and a trial was tentatively set for Dec. 1. Bill Thornton",Sci_Tech,ex nasa worker plead innocent of fake inspection orlando fla fire nasa safety inspector accuse of falsify space shuttle inspection report plead not guilty to criminal charge friday and trial be tentatively set for dec bill thornton,37
"Crimson find the range. PRINCETON, N.J. -- You've got to wonder what kind of team Harvard would be if the Crimson got into the flow of their games earlier.",Sports,crimson find the range princeton you ve get to wonder what kind of team harvard would be if the crimson get into the flow of their game early,28
"Superfluous Wiki Implementations. Why are there no fewer than 500 different Wiki implementations? MoinMoin, Jot, JSPWiki, InterWiki, MediaWiki, SocialText, Twiki, Team Notepad, PhpWiki, WikiDoc, Project Forum, xWiki, AspWiki, SnipSnap, AsWiki, eGroupware Wiki, Hiki, MiniWiki, MyWiki, ParseWiki, PHP Groupware Wiki, Trac, Usemod Wiki, Wiliki, Zope zWiki... I'm sure I could go on... Aren't most of these Open Source? Can't some of these projects merge? For god sake *stop it*! The world doesn't need another wiki applications.",Sci_Tech,superfluous wiki implementation why be there no few than different wiki implementation moinmoin jot jspwiki interwiki mediawiki socialtext twiki team notepad phpwiki wikidoc project forum xwiki aspwiki snipsnap aswiki egroupware wiki hiki miniwiki mywiki parsewiki php groupware wiki trac usemod wiki wiliki zope zwiki sure could go on be not most of these open source can not some of these project merge for god sake stop it the world do not need another wiki application,75
"Dixon ninth overall in IRL. Dixon finishes ninth overall in the championship with a second placing his best result of the season. He now takes a break, with a fair amount of testing lined up over our summer.",Sports,dixon ninth overall in irl dixon finish ninth overall in the championship with second place his good result of the season he now take break with fair amount of testing line up over our summer,35
"Humanity is outstripping planet #39;s capacity to sustain it: WWF. The world #39;s population is consuming about 20 percent more natural resources than the planet can produce, the environmental organisation WWF International warned Thursday in its quot;Living Planet quot; report.",Sci_Tech,humanity be outstrip planet capacity to sustain it wwf the world population be consume about percent more natural resource than the planet can produce the environmental organisation wwf international warn thursday in its live planet report,36
"In support of free speech. quot;I don #39;t think we ought to have 527s, quot; President Bush said the other day, referring to the political fund-raising and advocacy organizations that have sprouted in the wake of his signing the anti-free speech McCain-Feingold campaign-finance quot;reform quot; law",Business,in support of free speech don think we ought to have president bush say the other day refer to the political fund raising and advocacy organization that have sprout in the wake of his sign the anti free speech mccain feingold campaign finance reform law,45
"Federer waits out rain, beats Hewitt. HOUSTON Top-seeded Roger Federer beat Lleyton Hewitt in straight sets in a rain-soaked second round of the ATP Masters Cup tennis championships in Houston.",Sports,federer wait out rain beat hewitt houston top seed roger federer beat lleyton hewitt in straight set in rain soak second round of the atp masters cup tennis championship in houston,31
"Sony Walkman to support MP3 format. &lt;a href=""http://news.com.com/SonylaunchesmusicplayerswithMP3support/2100-1041_3-5425555.html""&gt;Sony launches music players with MP3 support&lt;/a&gt; &lt;font size=-1 color=#6f6f6f&gt;&lt;nobr&gt;CNET News.com&lt;/nobr&gt;",Sci_Tech,sony walkman to support mp format cnet news com,9
"United to Cut U.S. Flights. NEW YORK (Reuters) - UAL Corp.&lt;A HREF=""http://www.investor.reuters.com/FullQuote.aspx?ticker=UALAQ.OB target=/stocks/quickinfo/fullquote""&gt;UALAQ.OB&lt;/A&gt;, the bankrupt parent of United Airlines, on Wednesday said it would reduce U.S. flights and increase capacity on more lucrative international routes, in keeping with its aggressive cost-cutting efforts.",Business,unite to cut flight new york reuters ual corp ualaq ob the bankrupt parent of united airlines on wednesday say it would reduce flight and increase capacity on more lucrative international route in keep with its aggressive cost cutting effort,40
"Iraqi Forces Move Close to Najaf Shrine - Witness. NAJAF, Iraq (Reuters) - Iraqi security forces advanced to within 400 meters (yards) of Najaf's Imam Ali shrine on Tuesday, a Reuters witness said.",World,iraqi force move close to najaf shrine witness najaf iraq reuters iraqi security force advance to within meter yard of najaf imam ali shrine on tuesday reuter witness say,29
"Hospital Official: Arafat Has Gallstone (AP). AP - Yasser Arafat has a large gallstone, a Palestinian hospital official said Tuesday, as the weakened Palestinian leader broke his Ramadan fast and underwent more medical tests at the urging of his doctors.",World,hospital official arafat have gallstone yasser arafat have large gallstone palestinian hospital official say tuesday as the weakened palestinian leader break his ramadan fast and undergo more medical test at the urging of his doctor,35
McGrath and Langer shine in drawn India tour opener (AFP). AFP - Glenn McGrath scalped four wickets and Justin Langer hit a century here to lead Australia's preparations for next week's Test series against India.,World,mcgrath and langer shine in draw india tour opener afp afp glenn mcgrath scalp four wicket and justin langer hit century here to lead australia preparation for next week test series against india,33
"Belgrade attack 'was road rage'. A reported assassination attempt on the Serbian president was a case of ""road rage"" officials say.",World,belgrade attack be road rage report assassination attempt on the serbian president be case of road rage official say,19
"'Star Trek' Actor Doohan Receives Star. LOS ANGELES - ""Star Trek"" actor James Doohan - famed for his portrayal of ""Beam Me Up"" Scotty, the intrepid engineer who kept the starship Enterprise warping across galaxies - grinned and waved to fans Tuesday as he received a star on the Hollywood Walk of Fame. It was expected to be the last public appearance of the 84-year-old performer, who was recently diagnosed with Alzheimer's disease and also suffers from Parkinson's disease, diabetes and lung fibrosis...",World,star trek actor doohan receive star los angeles star trek actor james doohan fame for his portrayal of beam up scotty the intrepid engineer who keep the starship enterprise warp across galaxy grin and wave to fan tuesday as he receive star on the hollywood walk of fame it be expect to be the last public appearance of the year old performer who be recently diagnose with alzheimer disease and also suffer from parkinson disease diabete and lung fibrosis,79
"America pays big price for small mistakes. She was shaking her hips, twirling her hands, letting that high-wattage smile shine and turning the arena into her own little disco.",Sports,america pay big price for small mistake she be shake her hip twirl her hand let that high wattage smile shine and turn the arena into her own little disco,30
Unocal to Settle Myanmar Lawsuits. Unocal Corp. (UCL) has agreed to settle two closely watched lawsuits accusing the US oil giant of turning a blind eye to human rights abuses that occurred during the,Business,unocal to settle myanmar lawsuit unocal corp ucl have agree to settle two closely watch lawsuit accuse the us oil giant of turn blind eye to human right abuse that occur during the,33
How to Aid Democracy in Ukraine. I want to thank The Post for the Sept. 17 editorial quot;More Straight Talk quot; about the critical events that will take place next month in Ukraine and Belarus.,World,how to aid democracy in ukraine want to thank the post for the sept editorial more straight talk about the critical event that will take place next month in ukraine and belarus,32
"Durham provides Dark Blues masterclass. Oxford, the pre-match favourites, reclaimed the MMC Trophy in one of the better Varsity matches for some time here yesterday. But this, the 123rd staging of the annual amateur",Sports,durham provide dark blue masterclass oxford the pre match favourite reclaim the mmc trophy in one of the well varsity match for some time here yesterday but this the rd staging of the annual amateur,35
"CA taps IBM executive to be CEO. This fourth priority #39;s main focus has been enterprise directories for several months, but for many IT managers, ERP (enterprise resource planning) and open source initiatives are on the horizon.",Business,can tap ibm executive to be ceo this fourth priority main focus have be enterprise directory for several month but for many it manager erp enterprise resource planning and open source initiative be on the horizon,36
"More #39;Spaces #39; reaction. Since most people using the MSN Spaces service are are just getting their weblogs up and running, it #39;s not easy to tell what a full-fledged blog on the site will look like.",Sci_Tech,more space reaction since most people use the msn space service be be just get their weblog up and run it not easy to tell what full fledged blog on the site will look like,35
"Countries to discuss rules on wildlife trade. BANGKOK - The future of dozens of endangered species, from the great white shark to elephants and medicinal trees, will be decided at an international conference on wildlife trade that kicks off here today.",World,country to discuss rule on wildlife trade bangkok the future of dozen of endanger specie from the great white shark to elephant and medicinal tree will be decide at an international conference on wildlife trade that kick off here today,40
"Center will earn $500 per week with Alaska Aces. ANCHORAGE, Alaska -- New Jersey Devils center Scott Gomez signed a contract Monday with the minor-league Alaska Aces to play for $500 a week until the NHL lockout ends, a spokesman for the Anchorage team said.",Sports,center will earn per week with alaska ace anchorage alaska new jersey devils center scott gomez sign contract monday with the minor league alaska ace to play for week until the nhl lockout end spokesman for the anchorage team say,40
"Shrek 3 Postponed Until 2007, James Brown Has Cancer, Kidman Out &lt;b&gt;...&lt;/b&gt;. com Staff. DreamWorks Animation Studios announced it was pushing the release date for its highly anticipated feature Shrek 3 from November 2006 to May 2007.",Business,shrek postpone until james brown have cancer kidman out com staff dreamwork animation studio announce it be push the release date for its highly anticipated feature shrek from november to may,31
"9/11 Commission Formally Disbands. WASHINGTON - The Sept. 11 commission closes down Saturday, but its members plan to continue testifying before Congress and traveling the country to try to get the government to improve homeland security...",World,commission formally disband washington the sept commission close down saturday but its member plan to continue testify before congress and travel the country to try to get the government to improve homeland security,33
Verizon Adds Shopping Tools to SuperPages.com (Reuters). Reuters - Verizon SuperPages.com said on Friday it has teamed up with eBay and Shopping.com for the roll-out of new shopping tools on its online Yellow Pages site.,Sci_Tech,verizon add shopping tool to superpage com reuter reuters verizon superpage com say on friday it have team up with ebay and shopping com for the roll out of new shopping tool on its online yellow page site,38
Scientists: New planets may take longer. It may take much longer than scientists have thought for violent turbulence to turn grains of space dust into new planets. A NASA telescope recently discovered evidence that,Sci_Tech,scientist new planet may take long it may take much long than scientist have think for violent turbulence to turn grain of space dust into new planet nasa telescope recently discover evidence that,33
Indonesians Get Ready for Final Round of First Direct Presidential &lt;b&gt;...&lt;/b&gt;. Indonesians are preparing to go to the polls Monday in the final round of the country #39;s first-ever democratic presidential election.,World,indonesians get ready for final round of first direct presidential indonesian be prepare to go to the poll monday in the final round of the country first ever democratic presidential election,31
"Infocus: WEP:Dead Again, Part 1. This article is the first of a two-part series that looks at the new generation of WEP cracking tools for WiFi networks, which offer dramatically faster speeds for penetration testers over the previous generation of tools. In many cases, a WEP key can be determined in seconds or minutes.",Sci_Tech,infocus wep dead again part this article be the first of two part series that look at the new generation of wep cracking tool for wifi network which offer dramatically fast speed for penetration tester over the previous generation of tool in many case wep key can be determine in second or minute,53
"US Struggles to Develop Auto Safety Analysis System. US regulators have yet to complete an advanced system for fully analyzing crash data to identify defects four years after the deadly Firestone tire debacle prompted an overhaul of federal auto safety oversight, a government watchdog",Sci_Tech,we struggle to develop auto safety analysis system we regulator have yet to complete an advanced system for fully analyze crash datum to identify defect four year after the deadly firestone tire debacle prompt an overhaul of federal auto safety oversight government watchdog,43
"KHAN-AGE. England #39;s Simon Khan, runner-up to Sergio Garcia in Majorca two weeks ago, made a horror start to his first Volvo Masters at Valderrama today.",Sports,khan age england simon khan runner up to sergio garcia in majorca two week ago make horror start to his first volvo master at valderrama today,26
"Deutsche Bank Boosts Profit Through Cuts. Deutsche Bank AG, Germnany #39;s largest bank, said Friday it increased its net profit by 18 percent in the third quarter by clamping down on costs and bad loans while increasing profit from trading securities.",Business,deutsche bank boost profit through cut deutsche bank ag germnany large bank say friday it increase its net profit by percent in the third quarter by clamp down on cost and bad loan while increase profit from trading security,39
"Becks #39; absence is both good and bad news. BAKU (Azerbaijan) - David Beckham is so popular in Azerbaijan that the country #39;s coach, Carlos Alberto, is slightly disappointed that the England skipper will be missing when their teams meet in their World Cup qualifying match here tomorrow.",Sports,beck absence be both good and bad news baku azerbaijan david beckham be so popular in azerbaijan that the country coach carlos alberto be slightly disappointed that the england skipper will be miss when their team meet in their world cup qualifying match here tomorrow,45
"Iraq debts write-off 'approved'. Key creditor nations reportedly approve a plan to slash Iraq's debts, as an election date is announced.",World,iraq debt write off approve key creditor nation reportedly approve plan to slash iraq debt as an election date be announce,21
"FCC frees VOIP service from state regulation. A VOIP (voice over IP) service offered by Vonage Holdings Inc. is not subject to the public utility regulations of individual U.S. states, the U.S. Federal Communications Commission (FCC) declared Tuesday.",Sci_Tech,fcc free voip service from state regulation voip voice over ip service offer by vonage holdings inc be not subject to the public utility regulation of individual state the federal communications commission fcc declare tuesday,35
"India offers unqualified talks on Kashmir. SRINAGAR, India -- India's prime minister offered yesterday to hold unconditional talks on Kashmir ''with anyone and everyone quot; as his country began withdrawing troops from the divided Himalayan region as a goodwill gesture to rival Pakistan.",World,india offer unqualified talk on kashmir srinagar india india prime minister offer yesterday to hold unconditional talk on kashmir with anyone and everyone as his country begin withdraw troop from the divided himalayan region as goodwill gesture to rival pakistan,40
Three Lebanese employees of food company shot dead in a Baghdad &lt;b&gt;...&lt;/b&gt;. Three Lebanese nationals who worked for a food company in Baghdad were shot dead in one of the victim #39;s homes on Friday and a fourth person,World,three lebanese employee of food company shoot dead in baghdad three lebanese national who work for food company in baghdad be shoot dead in one of the victim home on friday and fourth person,34
"Spyware Bills Win House Approval. Two bills designed to curb the proliferation of Internet quot;spyware quot; took another step toward law this week with overwhelming approval from the House of Representatives, but supporters said",Sci_Tech,spyware bill win house approval two bill design to curb the proliferation of internet spyware take another step toward law this week with overwhelming approval from the house of representative but supporter say,33
Noble taps Patina Oil. Houston-based Noble Energy Inc. agreed Thursday to acquire Denver #39;s Patina Oil amp; Gas in a deal that highlights the Rocky Mountains #39; stature as an energy center even as Denver loses another headquarters.,Business,noble tap patina oil houston base noble energy inc agree thursday to acquire denver patina oil amp gas in deal that highlight the rocky mountains stature as an energy center even as denver lose another headquarters,36
"Microsoft issues one fix in monthly security update. In sharp contrast to last month #39;s barrage of critical patches, Microsoft has offered up just one quot;important quot; fix for users to implement in its scheduled round of security updates for November.",Sci_Tech,microsoft issue one fix in monthly security update in sharp contrast to last month barrage of critical patch microsoft have offer up just one important fix for user to implement in its schedule round of security update for november,39
"Top seeds Hewitt, Sharapova safely through in Japan. Top seeds Lleyton Hewitt and Maria Sharapova were taken to three sets in their second round matches before safely advancing at the $860,000 Japan Open on Wednesday.",Sports,top seed hewitt sharapova safely through in japan top seed lleyton hewitt and maria sharapova be take to three set in their second round match before safely advance at the japan open on wednesday,34
"Steel Producer Nucor Sees Profit Soar. NEW YORK (Reuters) - Nucor Corp., one of the largest U.S. steel producers, on Thursday reported a more than 25-fold increase in quarterly profit due to high steel prices, and said it expected demand to remain strong next year.",Business,steel producer nucor see profit soar new york reuters nucor corp one of the large steel producer on thursday report more than fold increase in quarterly profit due to high steel price and say it expect demand to remain strong next year,42
"Nasa jet smashes world speed record. The X-43A aircraft flew at a speed of around Mach 9.6 - nearly ten times the speed of sound - after a booster rocket took it to around 110,000 feet and then separated.",Sci_Tech,nasa jet smash world speed record the aircraft fly at speed of around mach nearly ten time the speed of sound after booster rocket take it to around foot and then separate,32
"Payless Posts Profit on Cost Control. NEW YORK (Reuters) - Retailer Payless ShoeSource Inc. &lt;A HREF=""http://www.investor.reuters.com/FullQuote.aspx?ticker=PSS.N target=/stocks/quickinfo/fullquote""&gt;PSS.N&lt;/A&gt; on Friday posted a quarterly profit, as lower advertising and payroll expenses and other cost savings offset decreased sales.",Business,payless post profit on cost control new york reuters retailer payless shoesource inc pss on friday post quarterly profit as low advertising and payroll expense and other cost saving offset decrease sale,32
Downturn hits UBS earnings. A SLIDE of 20 in revenues from equity and bond trading knocked UBS #39;s third-quarter financial earnings back sharply. Only a strong performance by its 56-owned Swiss industrial holding company Motor-Columbus,Business,downturn hit ubs earning slide of in revenue from equity and bond trading knock ubs third quarter financial earning back sharply only strong performance by its own swiss industrial hold company motor columbus,33
Record Number of Tornadoes Reported in '04 (AP). AP - The bad news: more tornadoes were reported in Kansas and the nation last year than at any time since records have been kept.,Sci_Tech,record number of tornado report in the bad news more tornado be report in kansas and the nation last year than at any time since record have be keep,29
"Sims 2: Face Lift of the Original. The sequel delivers all the stuff that made the original the best-selling game of all time, and adds a couple of nice touches. By the end, though, you realize the new version is just a tuneup of the old. Lore Sjberg reviews The Sims 2.",Sci_Tech,sim face lift of the original the sequel deliver all the stuff that make the original the good selling game of all time and add couple of nice touch by the end though you realize the new version be just tuneup of the old lore sjberg review the sim,49
"Turkey Movie Theater Fire Injures Dozens. ISTANBUL, Turkey - A fire broke out at a movie theater during a gala premiere Tuesday night, injuring dozens of people - none seriously, officials said.",World,turkey movie theater fire injure dozen istanbul turkey fire break out at movie theater during gala premiere tuesday night injure dozen of people none seriously official say,27
"Before Helping the Red Sox to a Championship, Schilling Helped &lt;b&gt;...&lt;/b&gt;. CURT SCHILLING, who was instrumental in helping the Boston Red Sox win the World Series for the first time in 86 years, had a better year than people realize.",Sports,before help the red sox to championship schilling help curt schille who be instrumental in help the boston red sox win the world series for the first time in year have well year than people realize,36
"Xaverian masters Brockton. Xaverian coach Charlie Stevenson approached yesterday's game against No. 3 Brockton as a sort of litmus test for his team. quot;This was really a measuring game for us, quot; he said after a 35-21 victory for his No. 6 Hawks. quot;As a team, we weren't really sure where we were at after the first two games. quot;",Sports,xaverian master brockton xaverian coach charlie stevenson approach yesterday game against no brockton as sort of litmus test for his team this be really measuring game for we he say after victory for his no hawk as team we be not really sure where we be at after the first two game,52
Carsley: Team Spirit Secured Derby Glory. Evertons matchwinner Lee Carsley insisted the great team spirit at Goodison Park was the key to their Merseyside derby victory over Liverpool this afternoon.,Sports,carsley team spirit secure derby glory everton matchwinner lee carsley insist the great team spirit at goodison park be the key to their merseyside derby victory over liverpool this afternoon,30
French govt to sell up to 12 in France Tele. PARIS / LONDON: France said on Wednesday it will sell up to 12.1 of France Telecom to raise 5.8 billion ( $6.9bn) and help cut national debt in Europes largest placing in four years.,World,french govt to sell up to in france tele paris london france say on wednesday it will sell up to of france telecom to raise billion bn and help cut national debt in europe large placing in four year,39
I #39;m going nowhere - Neville. Manchester Uniteds Phil Neville is determined to tough it out at Old Trafford and win back a regular place in the team. The 27-year-old made only his fifth start of the season when he captained the side,Sports,go nowhere neville manchester uniteds phil neville be determined to tough it out at old trafford and win back regular place in the team the year old make only his fifth start of the season when he captain the side,40
"U.S. Stocks Gain as Oil Falls. NEW YORK (Reuters) - U.S. stocks closed higher on Monday after a drop in oil prices eased worries about high energy costs, although disappointing earnings from diversified manufacturer 3M Co.&lt;A HREF=""http://www.investor.reuters.com/FullQuote.aspx?ticker=MMM.N target=/stocks/quickinfo/fullquote""&gt;MMM.N&lt;/A&gt; curbed gains on the blue-chip Dow.",Business,stock gain as oil fall new york reuter stock close higher on monday after drop in oil price ease worry about high energy cost although disappointing earning from diversified manufacturer co mmm curb gain on the blue chip dow,39
"Intel and Clearwire to work on WiMax together. Intel will work with Clearwire, a wireless internet service provider, on future networks based on WiMax wireless broadband technology.",Sci_Tech,intel and clearwire to work on wimax together intel will work with clearwire wireless internet service provider on future network base on wimax wireless broadband technology,26
"Oil prices return to above $55 per barrel. NEW YORK, October 26 (newratings.com) - Crude oil prices resumed their upward rally to close at above $55 per barrel today, with a shift in focus back to the potential winter shortfall in the US inventories of heating oil, diesel and gasoline.",Business,oil price return to above per barrel new york october newratings com crude oil price resume their upward rally to close at above per barrel today with shift in focus back to the potential winter shortfall in the us inventory of heating oil diesel and gasoline,46
Shriver Opens Campaign HQ. Bobby Shriver kicked off his campaign for a seat on the Santa Monica City Council Sunday at the opening of his campaign headquarters at 3004 Santa Monica Boulevard.,Business,shriver open campaign hq bobby shriver kick off his campaign for seat on the santa monica city council sunday at the opening of his campaign headquarters at santa monica boulevard,30
"Bush, Kerry Duel Over Domestic Policy. TEMPE, Ariz. - President Bush and rival John Kerry vaulted into the home stretch of the race for the White House by trading blows on taxes, gun control, abortion and jobs, striving in their final debate to cement impressions in voters' minds...",World,bush kerry duel over domestic policy tempe ariz president bush and rival john kerry vault into the home stretch of the race for the white house by trading blow on taxis gun control abortion and job strive in their final debate to cement impression in voter mind,47
"Favre's Mother Falls Ill on Book Tour (AP). AP - Brett Favre's mother was hospitalized Thursday with stomach pains, interrupting her book tour.",Sports,favre mother fall ill on book tour brett favre mother be hospitalize thursday with stomach pain interrupt her book tour,20
"Ukraine Leader Rejects Election Reform Demands. KIEV, Ukraine (Reuters) - Ukraine's outgoing President Leonid Kuchma Monday rejected reform of the country's election laws on terms set by the opposition ahead of a re-run of the ex-Soviet state's rigged vote later this month.",World,ukraine leader reject election reform demand kiev ukraine reuters ukraine outgoing president leonid kuchma monday reject reform of the country election law on term set by the opposition ahead of re run of the ex soviet state rig vote later this month,42
Angels agree to terms with Esteban Yan. The Anaheim Angels added depth to their bullpen Monday by agreeing to terms of a two-year contract with right-hander Esteban Yan. Yan had a 3-6 record with seven saves and a 3.83 ERA in a career-high 69 relief,Sports,angel agree to term with esteban yan the anaheim angel add depth to their bullpen monday by agree to term of two year contract with right hander esteban yan yan have record with seven save and era in career high relief,41
"Illinois, Michigan both want new federal isotope lab. CHICAGO Lawmakers from Illinois and Michigan are competing to convince the federal government that their state is the best location for an isotope lab.",Sci_Tech,illinois michigan both want new federal isotope lab chicago lawmaker from illinois and michigan be compete to convince the federal government that their state be the good location for an isotope lab,32
"Israeli soldiers kill Palestinian in Gaza Strip; Abbas to be &lt;b&gt;...&lt;/b&gt;. Israeli soldiers killed one Palestinian and were chasing two others Sunday morning near the quot;Kissufim quot; road in the Gaza Strip not far from the border fence, according to Israel Radio.",World,israeli soldier kill palestinian in gaza strip abbas to be israeli soldier kill one palestinian and be chase two other sunday morning near the kissufim road in the gaza strip not far from the border fence accord to israel radio,40
"Grimes to Face Weworski in Amateur Final (AP). AP - Virginia Derby Grimes, a two-time Curtis Cup player who underwent spinal fusion surgery in 2002, will face Corey Weworski in the championship match of the U.S. Women's Mid-Amateur.",Sports,grime to face weworski in amateur final virginia derby grime two time curtis cup player who undergo spinal fusion surgery in will face corey weworski in the championship match of the woman mid amateur,34
"Singh Hangs Close. Despite missing half his fairways and a half-dozen putts inside 12 feet, Vijay Singh grinds out a 1-under 69 to stay within three shots of the lead at the Tour Championship.",Sports,singh hang close despite miss half his fairway and half dozen putt inside foot vijay singh grind out under to stay within three shot of the lead at the tour championship,31
"Strong dollar #39;to blame #39;. TREASURER Peter Costello warned yesterday that exporters faced a challenging year, blaming the strength of the Australian dollar for an uncomfortably large current account deficit.",Business,strong dollar to blame treasurer peter costello warn yesterday that exporter face challenging year blame the strength of the australian dollar for an uncomfortably large current account deficit,28
"Splat go the Eagles. To the delight of the fans in a city that made him famous, Franco Harris was wearing black and gold and back on the football field yesterday.",Sports,splat go the eagle to the delight of the fan in city that make he famous franco harris be wear black and gold and back on the football field yesterday,30
Wall St. Seen Mixed; Retailers Eyed (Reuters). Reuters - A mixed opening is seen for U.S. on Tuesday as markets await earnings from retail giants Wal-Mart Stores and Home Depot and inflation data to evaluate the impact of high oil prices on the economy.,Business,wall st see mixed retailer eyed reuters reuter mixed opening be see for on tuesday as market await earning from retail giant wal mart store and home depot and inflation datum to evaluate the impact of high oil price on the economy,42
"Bobcats 94 Hornets 93, overtime. CHARLOTTE, NC Charlotte #39;s new team beat the old one, with the Bobcats outlasting the New Orleans Hornets 94-to-93 in overtime.",Sports,bobcats hornets overtime charlotte nc charlotte new team beat the old one with the bobcat outlast the new orleans hornet to in overtime,23
"Blair to Urge Party Unity Under Iraq Cloud (Reuters). Reuters - Tony Blair will urge his party on Tuesday to reunite for an election fight, seeking to heal rifts over Iraq even as two more British soldiers die in Basra and a hostage remains under threat of death.",World,blair to urge party unity under iraq cloud reuters reuters tony blair will urge his party on tuesday to reunite for an election fight seek to heal rift over iraq even as two more british soldier die in basra and hostage remain under threat of death,46
"eBay grabs the lot in Korea. EBay, the online marketplace, yesterday continued its push across the globe with a $530m (296m) offer to take full control of its South Korean affiliate, Internet Auction Co.",Sci_Tech,ebay grab the lot in korea ebay the online marketplace yesterday continue its push across the globe with offer to take full control of its south korean affiliate internet auction co,31
"Sun #39;s fighting chance. Its plan? Attack Red Hat, use control over the operating system and the platform to disrupt competitors #39; pricing and business models, out-engineer everybody in the x86 space and use an alliance with Microsoft to fight a common enemy: IBM.",Business,sun fighting chance its plan attack red hat use control over the operating system and the platform to disrupt competitor pricing and business model out engineer everybody in the space and use an alliance with microsoft to fight common enemy ibm,41
Oil Rises for Fourth Day as Yukos May Reduce Exports to China. Crude oil rose for a fourth day in New York after OAO Yukos Oil Co. said it will halt shipments to China #39;s biggest oil company because its bank accounts have been frozen in a tax dispute with the Russian government.,Business,oil rise for fourth day as yukos may reduce export to china crude oil rise for fourth day in new york after oao yukos oil co say it will halt shipment to china big oil company because its bank account have be freeze in tax dispute with the russian government,50
"US Issues Nordic, Baltic Security Alert. The United States has warned its citizens in the Nordic and Baltic states to be extra vigilant after receiving quot;threat information quot; on the eve of the US presidential election.",World,we issue nordic baltic security alert the united states have warn its citizen in the nordic and baltic state to be extra vigilant after receive threat information on the eve of the us presidential election,35
Barcelona defender Belletti out for two weeks. Barcelona defender Juliano Belletti will be out of action for about two weeks after suffering a slight ankle strain during Saturday #39;s 2-1 victory over Deportivo Coruna.,Sports,barcelona defender belletti out for two week barcelona defender juliano belletti will be out of action for about two week after suffer slight ankle strain during saturday victory over deportivo coruna,31
"Nokia To Come Out with 40 New Handsets in 2005. Nokia, the world #39;s largest maker of mobile phones, plans to bring 40 new handsets to the market in 2005 as it seeks to expand its already dominant market share in the face of increased competition from rivals Motorola, Samsung Electronics and Sony Ericsson",Business,nokia to come out with new handset in nokia the world large maker of mobile phone plan to bring new handset to the market in as it seek to expand its already dominant market share in the face of increase competition from rival motorola samsung electronics and sony ericsson,49
DEATH PROBE VICTORY. THE family of an Iraqi man allegedly beaten to death by British troops in custody yesterday won a legal battle in their fight for a full inquiry into the scandal.,World,death probe victory the family of an iraqi man allegedly beat to death by british troop in custody yesterday win legal battle in their fight for full inquiry into the scandal,31
"Buckeyes Step it Up Against Red Raiders and Knight. Ohio State (7-2) handled Texas Tech #39;s (5-2) pressure defense and overcame anemic foul shooting to hang on for their first road win of the season, 77-71 over the Red Raiders.",Sports,buckeye step it up against red raider and knight ohio state handle texas tech pressure defense and overcame anemic foul shooting to hang on for their first road win of the season over the red raider,36
"Cavaliers sign Lucious Harris. Lucious Harris signed Friday with the Cleveland Cavaliers, who hope the New Jersey Nets veteran can strengthen a backcourt weakened by injuries during the playoffs last season.",Sports,cavalier sign lucious harris lucious harris sign friday with the cleveland cavalier who hope the new jersey nets veteran can strengthen backcourt weaken by injury during the playoff last season,30
"Food Drink Woes Weigh on Eurostocks. LONDON (Reuters) - European shares fell almost one percent by midsession Monday, hurt by a profit warning from consumer goods giant Unilever and surging energy costs, but oil companies like BP rose with the price of crude.",Business,food drink woe weigh on eurostock london reuters european share fall almost one percent by midsession monday hurt by profit warning from consumer good giant unilever and surge energy cost but oil company like bp rise with the price of crude,41
"Toshiba preps HD DVD notebook PC. Toshiba will release a notebook PC with an HD DVD drive this time next year, the Japanese company said today, returning fire after an initial salvo from Sony in the battle for the future of blue-laser optical media.",Sci_Tech,toshiba preps hd dvd notebook pc toshiba will release notebook pc with an hd dvd drive this time next year the japanese company say today return fire after an initial salvo from sony in the battle for the future of blue laser optical medium,44
